24,"Breakfast: Overnight Oats with Nuts and Banana (150g oats, mixed nuts, banana), Lunch: Lentil and Spinach Salad (150g lentils, spinach), Dinner: Grilled Portobello Mushrooms with Quinoa (150g portobello mushrooms, quinoa)", 840
25,"Breakfast: Scrambled Tofu with Mixed Veggies (150g tofu, assorted veggies), Lunch: Chickpea and Bell Pepper Salad (150g chickpeas, bell peppers), Dinner: Baked Turkey Breast with Steamed Asparagus (150g turkey breast, asparagus)", 870
26,"Breakfast: Whole Wheat Pancakes with Blueberries (2 pancakes, blueberries), Lunch: Chicken and Vegetable Stir-Fry (150g chicken, mixed veggies), Dinner: Grilled Cod with Sautéed Spinach (150g cod, spinach)", 900
27,"Breakfast: Cottage Cheese with Mixed Berries (150g cottage cheese, assorted berries), Lunch: Quinoa and Sweet Potato Bowl (150g quinoa, sweet potato), Dinner: Baked Swordfish with Roasted Broccoli (150g swordfish, broccoli)", 850
28,"Breakfast: Green Smoothie (150g kale, banana, protein powder), Lunch: Turkey and Quinoa Stuffed Bell Peppers (150g turkey, quinoa, bell peppers), Dinner: Grilled Tuna Steak with Asparagus (150g tuna steak, asparagus)", 890
29,"Breakfast: Almond and Banana Oatmeal (150g oats, almonds, banana), Lunch: Chickpea and Spinach Soup (150g chickpeas, spinach), Dinner: Baked Chicken Thighs with Green Beans (150g chicken thighs, green beans)", 880
30,"Breakfast: Scrambled Eggs with Spinach (2 eggs, 150g spinach), Lunch: Quinoa and Black Bean Salad (150g quinoa, black beans), Dinner: Grilled Shrimp with Roasted Brussels Sprouts (150g shrimp, Brussels sprouts)", 870
31,"Breakfast: Whole Wheat Toast with Avocado (2 slices whole wheat toast, avocado), Lunch: Tofu and Broccoli Stir-Fry (150g tofu, broccoli), Dinner: Baked Salmon with Lemon Butter Asparagus (150g salmon, asparagus)", 920
32,"Breakfast: Chia Pudding with Berries (150g chia seeds, almond milk, berries), Lunch: Turkey and Veggie Wrap (150g turkey, mixed veggies), Dinner: Baked Sweet Potato with Chickpeas (150g sweet potato, chickpeas)", 860
33,"Breakfast: Greek Yogurt with Honey and Walnuts (150g Greek yogurt, honey, walnuts), Lunch: Lentil and Vegetable Curry (150g lentils, assorted veggies), Dinner: Grilled Swordfish with Steamed Green Beans (150g swordfish, green beans)", 930
34,"Breakfast: Banana and Peanut Butter Toast (2 slices whole wheat bread, peanut butter, banana), Lunch: Quinoa and Kale Salad with Feta (150g quinoa, kale, feta), Dinner: Grilled Tilapia with Steamed Broccoli (150g tilapia, broccoli)", 870
35,"Breakfast: Scrambled Eggs on Whole Wheat Toast (2 eggs, whole wheat toast), Lunch: Tofu and Vegetable Stir-Fry (150g tofu, mixed vegetables), Dinner: Baked Chicken Breast with Roasted Brussels Sprouts (150g chicken breast, Brussels sprouts)", 890
36,"Breakfast: Oatmeal with Almond Butter and Berries (150g oats, almond butter, mixed berries), Lunch: Turkey and Spinach Wrap (150g turkey, spinach), Dinner: Baked Mahi-Mahi with Lemon Butter Asparagus (150g mahi-mahi, asparagus)", 920
37,"Breakfast: Yogurt and Mixed Berries Bowl (150g yogurt, assorted berries), Lunch: Chickpea and Cucumber Salad (150g chickpeas, cucumber), Dinner: Baked Turkey Breast with Steamed Asparagus (150g turkey breast, asparagus)", 860
38,"Breakfast: Overnight Oats with Nuts and Banana (150g oats, mixed nuts, banana), Lunch: Lentil and Spinach Salad (150g lentils, spinach), Dinner: Grilled Portobello Mushrooms with Quinoa (150g portobello mushrooms, quinoa)", 840
39,"Breakfast: Scrambled Tofu with Mixed Veggies (150g tofu, assorted veggies), Lunch: Chickpea and Bell Pepper Salad (150g chickpeas, bell peppers), Dinner: Baked Turkey Breast with Steamed Asparagus (150g turkey breast, asparagus)", 870
40,"Breakfast: Whole Wheat Pancakes with Blueberries (2 pancakes, blueberries), Lunch: Chicken and Vegetable Stir-Fry (150g chicken, mixed veggies), Dinner: Grilled Cod with Sautéed Spinach (150g cod, spinach)", 900
41,"Breakfast: Cottage Cheese with Mixed Berries (150g cottage cheese, assorted berries), Lunch: Quinoa and Sweet Potato Bowl (150g quinoa, sweet potato), Dinner: Baked Swordfish with Roasted Broccoli (150g swordfish, broccoli)", 850
42,"Breakfast: Green Smoothie (150g kale, banana, protein powder), Lunch: Turkey and Quinoa Stuffed Bell Peppers (150g turkey, quinoa, bell peppers), Dinner: Grilled Tuna Steak with Asparagus (150g tuna steak, asparagus)", 890
43,"Breakfast: Almond and Banana Oatmeal (150g oats, almonds, banana), Lunch: Chickpea and Spinach Soup (150g chickpeas, spinach), Dinner: Baked Chicken Thighs with Green Beans (150g chicken thighs, green beans)", 880
44,"Breakfast: Scrambled Eggs with Spinach (2 eggs, 150g spinach), Lunch: Quinoa and Black Bean Salad (150g quinoa, black beans), Dinner: Grilled Shrimp with Roasted Brussels Sprouts (150g shrimp, Brussels sprouts)", 870
45,"Breakfast: Whole Wheat Toast with Avocado (2 slices whole wheat toast, avocado), Lunch: Tofu and Broccoli Stir-Fry (150g tofu, broccoli), Dinner: Baked Salmon with Lemon Butter Asparagus (150g salmon, asparagus)", 920
46,"Breakfast: Chia Pudding with Berries (150g chia seeds, almond milk, berries), Lunch: Turkey and Veggie Wrap (150g turkey, mixed veggies), Dinner: Baked Sweet Potato with Chickpeas (150g sweet potato, chickpeas)", 860
47,"Breakfast: Greek Yogurt with Honey and Walnuts (150g Greek yogurt, honey, walnuts), Lunch: Lentil and Vegetable Curry (150g lentils, assorted veggies), Dinner: Grilled Swordfish with Steamed Green Beans (150g swordfish, green beans)", 930
48,"Breakfast: Banana and Peanut Butter Toast (2 slices whole wheat bread, peanut butter, banana), Lunch: Quinoa and Kale Salad with Feta (150g quinoa, kale, feta), Dinner: Grilled Tilapia with Steamed Broccoli (150g tilapia, broccoli)", 870
49,"Breakfast: Scrambled Eggs on Whole Wheat Toast (2 eggs, whole wheat toast), Lunch: Tofu and Vegetable Stir-Fry (150g tofu, mixed vegetables), Dinner: Baked Chicken Breast with Roasted Brussels Sprouts (150g chicken breast, Brussels sprouts)", 890
